100 4
78 80 -0.8681623839180619
79 77 -1.3821156534340169
79 78 0.2798925215329961
79 79 3.036004321205117
79 80 0.9172162193334242
80 77 -0.13014282565902016
80 78 1.8044089497675055
80 79 -1.0945189464857195
80 80 -2.520035510699727
77 81 0.06091237304996835
78 82 0.0850702990542699
79 83 0.16395930440073772
80 84 0.24499465151831798
77 75 0.09153069378648057
77 76 0.09055255184541952
78 75 0.08519660211389532
78 76 0.07325117630643559
79 75 0.2608077102722697
79 76 0.17535491182198074
80 75 0.11605497508434523
80 76 0.09193472360763956
81 81 2.037126131094692
81 82 -2.406619612400197
81 83 -0.8795857667559717
81 84 1.2942908374478852
82 81 1.768530039986566
82 82 1.6436931637348924
82 83 2.4489176799318906
82 84 -3.040587669714511
83 81 -1.2473789164523577
83 82 -0.38641186353270934
83 83 1.2960932974351973
83 84 1.2590411260513206
84 81 -0.7957611365466934
84 82 1.8880162923090333
84 83 -1.2419353873199883
84 84 0.8461535138549753
81 85 0.05121277589562832
82 86 0.2725836661298646
83 87 0.15470517612848592
84 88 0.0006647631456968561
81 79 0.18610020415555115
81 80 0.24822101352279166
82 79 0.15296335217552043
82 80 0.14573096899001517
83 79 0.18059292877818206
83 80 0.03948465151338791
84 79 0.0645380102597262
84 80 0.13878476762392988
85 85 -2.846266637977766
85 86 1.8575510069013186
85 87 0.9832801722350493
85 88 -0.7249373752428848
86 85 -0.8038544367480294
86 86 -1.8486646115448238
86 87 1.9900128117116735
86 88 1.6898351815567483
87 85 3.2222305313888198
87 86 1.1104073159306094
87 87 -0.8982861235210478
87 88 -1.614835272263137
88 85 -0.10131017603499003
88 86 0.30976285105166984
88 87 -0.8987926373228701
88 88 2.240740645741909
85 89 0.14524221688391017
86 90 0.04622198911729831
87 91 0.01002742374577008
88 92 0.2887805726888808
85 83 0.2511390601426951
85 84 0.07104433355427286
86 83 0.12057380130555936
86 84 0.22386004963334716
87 83 0.16405591709291162
87 84 7.42181463970315e-5
88 83 0.022219976293262843
88 84 0.12464077738834768
89 89 -0.9585128180858683
89 90 -1.8952425979360104
89 91 3.07393926333582
89 92 1.2859333133596278
90 89 0.4084965605767004
90 90 3.0739656171531635
90 91 -0.9463296344885254
90 92 -1.0400291540078042
91 89 1.860462325656173
91 90 -0.8513944589776264
91 91 1.5385416119731352
91 92 -1.3961475162695751
92 89 0.4903182481799767
92 90 -1.105170998726179
92 91 -1.7124266706836284
92 92 2.1875523340670524
89 93 0.2236433396509643
90 94 0.2035447006679513
91 95 0.11890741329866576
92 96 0.1605528423233695
89 87 0.23084046864497398
89 88 0.20152781537539682
90 87 0.11790425818703704
90 88 0.027300685245329935
91 87 0.08282428052255449
91 88 0.17478974524836655
92 87 0.005406710884134269
92 88 0.2952227607151902
93 93 1.3640433048630305
93 94 1.4030631754951979
93 95 1.4119354598891927
93 96 -2.1709152805527583
94 93 -0.8755955693935609
94 94 2.2244744174898474
94 95 0.18307706228704523
94 96 0.23065978998392675
95 93 -0.7801657547648453
95 94 -2.0785537676458214
95 95 1.2376176223183573
95 96 2.138751878190468
96 93 2.0558575759249504
96 94 -1.4407610794184764
96 95 -3.0347230120639836
96 96 1.415870908021857
93 97 0.13145948521340656
94 98 0.13101436184603546
95 99 0.15510879473541223
96 100 0.09649623474513173
93 91 0.20542612142998007
93 92 0.2636392211278388
94 91 0.08312264839903245
94 92 0.23142465039729726
95 91 0.2820192415989975
95 92 0.038972847537289
96 91 0.23098909032050047
96 92 0.13487739871746343
97 97 0.12293910841576074
97 98 -2.0743487265369844
97 99 0.18664306995578697
97 100 2.8076834620137476
98 97 -1.6153838679943264
98 98 1.8874082382873403
98 99 1.2302441163298483
98 100 -0.3992495864926307
99 97 3.038682440503337
99 98 -1.8013166903103974
99 99 2.021712483574165
99 100 -1.244724900113282
100 97 0.008072289073683993
100 98 2.0243800280285154
100 99 -1.608761644691227
100 100 -0.08346570798973109
97 95 0.059992185376991025
97 96 0.16319207363005048
98 95 0.2404452951732733
98 96 0.03007619112890536
99 95 0.26612548227286287
99 96 0.14429661165807858
100 95 0.16062808063155118
100 96 0.25375571775215194
